,Unnamed: 0,指數,收盤指數,漲跌(+/-),漲跌點數,漲跌百分比(%),特殊處理註記,Unnamed: 6,日期,年
135852,144472,臺灣上櫃企業社會責任指數,"5,049.04",+,13.10,0.26,,,20200701,2020
135853,144475,寶島股價報酬指數,"17,115.18",+,166.88,0.98,,,20200701,2020
135854,144476,發行量加權股價報酬指數,"22,054.55",+,203.05,0.93,,,20200701,2020
135855,144477,臺灣公司治理100報酬指數,"8,266.89",+,76.04,0.93,,,20200701,2020
135856,144478,臺灣50報酬指數,"17,121.19",+,155.07,0.91,,,20200701,2020
135857,144479,臺灣50權重上限30%報酬指數,"16,858.71",+,136.70,0.82,,,20200701,2020
135858,144480,臺灣中型100報酬指數,"15,985.63",+,209.96,1.33,,,20200701,2020
135859,144481,臺灣資訊科技股報酬指數,"24,283.09",+,314.34,1.31,,,20200701,2020
135860,144482,臺灣發達報酬指數,"14,331.22",+,94.23,0.66,,,20200701,2020
135861,144483,臺灣高股息報酬指數,"15,195.94",+,197.55,1.32,,,20200701,2020
135862,144484,臺灣就業99報酬指數,"9,232.13",+,69.23,0.76,,,20200701,2020
135863,144485,臺灣高薪100報酬指數,"7,885.25",+,60.34,0.77,,,20200701,2020
135864,144486,未含金融電子報酬指數,"22,688.53",+,108.32,0.48,,,20200701,2020
135865,144487,小型股300報酬指數,"8,004.30",+,66.40,0.84,,,20200701,2020
135866,144488,水泥類報酬指數,277.28,+,2.41,0.88,,,20200701,2020
135867,144489,食品類報酬指數,"2,457.74",+,3.72,0.15,,,20200701,2020
135868,144490,塑膠類報酬指數,366.62,+,2.04,0.56,,,20200701,2020
135869,144491,紡織纖維類報酬指數,748.21,+,2.05,0.27,,,20200701,2020
135870,144492,電機機械類報酬指數,254.52,-,0.80,-0.31,,,20200701,2020
135871,144493,電器電纜類報酬指數,67.06,+,0.22,0.33,,,20200701,2020
135872,144494,化學生技醫療類報酬指數,152.24,+,1.26,0.83,,,20200701,2020
135873,144495,化學類報酬指數,155.22,+,0.79,0.51,,,20200701,2020
135874,144496,生技醫療類報酬指數,98.79,+,1.09,1.12,,,20200701,2020
135875,144497,玻璃陶瓷類報酬指數,31.51,-,0.27,-0.85,,,20200701,2020
135876,144498,造紙類報酬指數,309.08,+,4.25,1.39,,,20200701,2020
135877,144499,鋼鐵類報酬指數,135.22,-,0.22,-0.16,,,20200701,2020
135878,144500,橡膠類報酬指數,340.49,+,2.68,0.79,,,20200701,2020
135879,144501,汽車類報酬指數,494.70,-,0.78,-0.16,,,20200701,2020
135880,144502,電子工業類報酬指數,907.98,+,10.69,1.19,,,20200701,2020
135881,144503,半導體類報酬指數,368.15,+,4.94,1.36,,,20200701,2020
135882,144504,電腦及週邊設備類報酬指數,209.71,+,3.28,1.59,,,20200701,2020
135883,144505,光電類報酬指數,52.45,+,1.08,2.10,,,20200701,2020
135884,144506,通信網路類報酬指數,247.98,+,1.31,0.53,,,20200701,2020
135885,144507,電子零組件類報酬指數,207.25,+,1.69,0.82,,,20200701,2020
135886,144508,電子通路類報酬指數,248.61,+,2.53,1.03,,,20200701,2020
135887,144509,資訊服務類報酬指數,258.29,+,2.31,0.90,,,20200701,2020
135888,144510,其他電子類報酬指數,119.33,+,0.25,0.21,,,20200701,2020
135889,144511,建材營造類報酬指數,526.55,+,1.98,0.38,,,20200701,2020
135890,144512,航運類報酬指數,81.60,+,0.24,0.29,,,20200701,2020
135891,144513,觀光類報酬指數,120.19,-,0.78,-0.64,,,20200701,2020
135892,144514,金融保險類報酬指數,"1,964.94",+,14.38,0.74,,,20200701,2020
135893,144515,貿易百貨類報酬指數,396.74,+,2.01,0.51,,,20200701,2020
135894,144516,油電燃氣類報酬指數,173.01,,--,--,,,20200701,2020
135895,144517,其他類報酬指數,429.87,+,7.59,1.80,,,20200701,2020
135896,144520,臺灣生技報酬指數,"5,258.64",+,69.74,1.34,,,20200701,2020
135897,144521,臺灣中小型公司治理報酬指數,"7,162.18",+,101.64,1.44,,,20200701,2020
135898,144522,臺灣IPO報酬指數,"6,495.70",+,159.85,2.52,,,20200701,2020
135899,144523,智慧中立報酬指數,"4,971.64",+,27.91,0.56,,,20200701,2020
135900,144524,加權指數掩護性臺指買權價外5%報酬指數,"4,874.91",+,44.86,0.93,,,20200701,2020
135901,144525,臺灣5G報酬指數,"5,725.14",+,40.09,0.71,,,20200701,2020
135902,144526,臺灣企業社會責任中小型報酬指數,"5,057.32",+,48.73,0.97,,,20200701,2020
135903,144529,漲升股利150報酬指數,"7,536.41",+,56.90,0.76,,,20200701,2020
135904,144530,漲升股利100報酬指數,"7,566.32",+,60.45,0.81,,,20200701,2020
135905,144531,藍籌30報酬指數,"7,130.95",+,63.57,0.90,,,20200701,2020
135906,144532,工業菁英30報酬指數,"7,722.66",+,88.32,1.16,,,20200701,2020
135907,144533,電子菁英30報酬指數,"7,723.00",+,117.29,1.54,,,20200701,2020
135908,144534,低波動股利精選30報酬指數,"6,755.84",+,36.84,0.55,,,20200701,2020
135909,144535,低貝塔100報酬指數,"6,791.85",+,35.22,0.52,,,20200701,2020
135910,144536,中小型精選50報酬指數,"7,100.97",+,51.06,0.72,,,20200701,2020
135911,144537,中小型A級動能50報酬指數,"9,363.17",+,187.02,2.04,,,20200701,2020
135912,144538,特選高息低波報酬指數,"6,326.77",+,76.78,1.23,,,20200701,2020
135913,144539,臺灣永續報酬指數,"6,616.84",+,53.52,0.82,,,20200701,2020
135914,144540,特選內需高收益報酬指數,"6,499.12",+,21.63,0.33,,,20200701,2020
135915,144541,價值投資報酬指數,"7,424.29",+,93.48,1.28,,,20200701,2020
135916,144542,存股雙十等權重報酬指數,"5,677.07",+,40.03,0.71,,,20200701,2020
135917,144543,特選大蘋果報酬指數,"6,373.61",+,73.03,1.16,,,20200701,2020
135918,144544,中小型300報酬指數,"6,624.54",+,70.92,1.08,,,20200701,2020
135919,144545,特股高息20報酬指數,"5,625.22",+,30.70,0.55,,,20200701,2020
135920,144546,臺灣500報酬指數,"6,331.10",+,58.44,0.93,,,20200701,2020
135921,144547,特選外資豐擁50報酬指數,"6,374.02",+,52.46,0.83,,,20200701,2020
135922,144548,臺灣勞工權益報酬指數,"5,743.65",+,51.28,0.90,,,20200701,2020
135923,144549,微波高息精選20報酬指數,"5,082.97",+,22.53,0.45,,,20200701,2020
135924,144550,特選世代行動通訊報酬指數,"5,418.72",+,63.36,1.18,,,20200701,2020
135925,144551,智慧投資多因子30報酬指數,"5,104.04",+,52.77,1.04,,,20200701,2020
135926,144552,特選大蘋果報酬正向兩倍指數,"9,124.38",+,206.73,2.32,,,20200701,2020
135927,144553,特選大蘋果報酬反向一倍指數,"9,762.38",-,114.48,-1.16,,,20200701,2020
135928,144554,特選價值成長報酬指數,"5,030.39",+,53.18,1.07,,,20200701,2020
135929,144555,臺灣上櫃企業責任報酬指數,"5,088.06",+,38.87,0.77,,,20200701,2020
135930,144556,寶島股價指數,"13,614.12",+,128.74,0.95,,,20200702,2020
135931,144557,發行量加權股價指數,"11,805.14",+,101.72,0.87,,,20200702,2020
135932,144558,臺灣公司治理100指數,"6,689.81",+,55.51,0.84,,,20200702,2020
135933,144559,臺灣50指數,"9,021.81",+,69.73,0.78,,,20200702,2020
135934,144560,臺灣50權重上限30%指數,"8,881.99",+,58.29,0.66,,,20200702,2020
135935,144561,臺灣中型100指數,"9,248.51",+,118.75,1.30,,,20200702,2020
135936,144562,臺灣資訊科技指數,"13,535.70",+,185.54,1.39,,,20200702,2020
135937,144563,臺灣發達指數,"8,429.50",+,35.30,0.42,,,20200702,2020
135938,144564,臺灣高股息指數,"6,720.91",+,81.27,1.22,,,20200702,2020
135939,144565,臺灣就業99指數,"6,683.40",+,74.09,1.12,,,20200702,2020
135940,144566,臺灣高薪100指數,"6,226.04",+,22.19,0.36,,,20200702,2020
135941,144567,未含金融指數,"10,083.71",+,95.63,0.96,,,20200702,2020
135942,144568,未含電子指數,"14,444.49",+,90.67,0.63,,,20200702,2020
135943,144569,未含金融電子指數,"12,033.67",+,94.79,0.79,,,20200702,2020
135944,144570,小型股300指數,"6,813.13",+,73.06,1.08,,,20200702,2020
135945,144571,水泥窯製類指數,594.06,+,5.57,0.95,,,20200702,2020
135946,144572,塑膠化工類指數,774.64,-,1.39,-0.18,,,20200702,2020
135947,144573,機電類指數,"2,972.31",+,29.61,1.01,,,20200702,2020
135948,144574,水泥類指數,167.27,+,1.67,1.01,,,20200702,2020
135949,144575,食品類指數,"1,780.62",+,22.59,1.28,,,20200702,2020
135950,144576,塑膠類指數,226.58,-,2.76,-1.20,,,20200702,2020
135951,144577,紡織纖維類指數,518.37,+,7.63,1.49,,,20200702,2020
135952,144578,電機機械類指數,179.57,-,0.11,-0.06,,,20200702,2020
135953,144579,電器電纜類指數,48.10,+,0.02,0.04,,,20200702,2020
135954,144580,化學生技醫療類指數,107.13,+,1.77,1.68,,,20200702,2020
135955,144581,化學類指數,104.33,+,2.30,2.25,,,20200702,2020
135956,144582,生技醫療類指數,75.33,+,0.88,1.18,,,20200702,2020
135957,144583,玻璃陶瓷類指數,27.51,+,0.06,0.22,,,20200702,2020
135958,144584,造紙類指數,222.68,+,0.83,0.37,,,20200702,2020
135959,144585,鋼鐵類指數,90.14,-,0.05,-0.06,,,20200702,2020
135960,144586,橡膠類指數,238.49,+,5.00,2.14,,,20200702,2020
135961,144587,汽車類指數,353.53,+,13.70,4.03,,,20200702,2020
135962,144588,電子工業類指數,532.07,+,5.46,1.04,,,20200702,2020
135963,144589,半導體類指數,226.35,+,3.17,1.42,,,20200702,2020
135964,144590,電腦及週邊設備類指數,111.94,+,1.24,1.12,,,20200702,2020
135965,144591,光電類指數,39.55,+,0.51,1.31,,,20200702,2020
135966,144592,通信網路類指數,131.01,-,0.16,-0.12,,,20200702,2020
135967,144593,電子零組件類指數,122.15,+,0.51,0.42,,,20200702,2020
135968,144594,電子通路類指數,123.29,+,0.90,0.74,,,20200702,2020
135969,144595,資訊服務類指數,130.17,+,1.88,1.47,,,20200702,2020
135970,144596,其他電子類指數,84.27,+,0.25,0.30,,,20200702,2020
135971,144597,建材營造類指數,305.58,+,2.51,0.83,,,20200702,2020
135972,144598,航運類指數,60.32,+,0.14,0.23,,,20200702,2020
135973,144599,觀光類指數,92.60,-,0.29,-0.31,,,20200702,2020
135974,144600,金融保險類指數,"1,272.81",+,3.53,0.28,,,20200702,2020
135975,144601,貿易百貨類指數,279.91,+,3.02,1.09,,,20200702,2020
135976,144602,油電燃氣類指數,116.87,+,1.57,1.36,,,20200702,2020
135977,144603,其他類指數,279.25,+,2.39,0.86,,,20200702,2020
135978,144604,臺指日報酬兩倍指數,"18,834.90",+,321.81,1.74,,,20200702,2020
135979,144605,臺指反向一倍指數,"6,263.59",-,54.92,-0.87,,,20200702,2020
135980,144606,電子類兩倍槓桿指數,"17,381.86",+,353.11,2.07,,,20200702,2020
135981,144607,電子類反向指數,"6,028.76",-,63.16,-1.04,,,20200702,2020
135982,144608,價格指數(跨市場),,,,,,,20200702,2020
135983,144610,臺灣生技指數,"5,015.17",+,27.61,0.55,,,20200702,2020
135984,144611,臺灣中小型公司治理指數,"6,257.88",+,89.71,1.45,,,20200702,2020
135985,144612,臺灣IPO指數,"6,154.73",+,60.88,1.00,,,20200702,2020
135986,144613,智慧中立指數,"4,940.10",+,12.75,0.26,,,20200702,2020
135987,144614,臺灣企業社會責任中小型指數,"5,088.28",+,53.09,1.05,,,20200702,2020
135988,144615,價格指數(臺灣指數公司),,,,,,,20200702,2020
135989,144617,金融類日報酬兩倍指數,"19,076.58",+,105.52,0.56,,,20200702,2020
135990,144618,金融類日報酬反向一倍指數,"6,391.83",-,17.83,-0.28,,,20200702,2020
135991,144619,漲升股利150指數,"6,349.40",+,39.94,0.63,,,20200702,2020
135992,144620,漲升股利100指數,"6,345.76",+,34.43,0.55,,,20200702,2020
135993,144621,藍籌30指數,"6,226.05",+,20.74,0.33,,,20200702,2020
135994,144622,工業菁英30指數,"6,734.55",+,12.44,0.19,,,20200702,2020
135995,144623,電子菁英30指數,"6,829.50",+,22.46,0.33,,,20200702,2020
135996,144624,低波動股利精選30指數,"5,855.12",+,12.19,0.21,,,20200702,2020
135997,144625,低貝塔100指數,"5,923.31",+,28.22,0.48,,,20200702,2020
135998,144626,藍籌30反向一倍指數,"7,360.01",-,24.68,-0.33,,,20200702,2020
135999,144627,中小型精選50指數,"6,095.66",+,74.84,1.24,,,20200702,2020
136000,144628,中小型A級動能50指數,"8,725.55",+,150.50,1.76,,,20200702,2020
136001,144629,特選高息低波指數,"5,439.38",+,51.61,0.96,,,20200702,2020
136002,144630,臺灣永續指數,"5,809.23",+,44.37,0.77,,,20200702,2020
136003,144631,工業菁英30反向一倍指數,"7,805.84",-,14.47,-0.19,,,20200702,2020
136004,144632,特選內需高收益指數,"5,873.20",+,50.17,0.86,,,20200702,2020
136005,144633,價值投資指數,"6,532.06",+,77.19,1.20,,,20200702,2020
136006,144634,中小型300指數,"6,384.59",+,74.83,1.19,,,20200702,2020
136007,144635,臺灣勞工權益指數,"5,439.52",+,43.14,0.80,,,20200702,2020
136008,144636,智慧投資多因子30指數,"5,120.96",+,60.04,1.19,,,20200702,2020
136009,144637,臺股期貨指數,"5,259.63",+,67.01,1.29,,,20200702,2020
136010,144638,臺灣上櫃企業社會責任指數,"5,122.70",+,73.66,1.46,,,20200702,2020
136011,144641,寶島股價報酬指數,"17,318.82",+,203.64,1.19,,,20200702,2020
136012,144642,發行量加權股價報酬指數,"22,301.84",+,247.29,1.12,,,20200702,2020
136013,144643,臺灣公司治理100報酬指數,"8,363.85",+,96.96,1.17,,,20200702,2020
136014,144644,臺灣50報酬指數,"17,300.12",+,178.93,1.05,,,20200702,2020
136015,144645,臺灣50權重上限30%報酬指數,"17,023.23",+,164.52,0.98,,,20200702,2020
136016,144646,臺灣中型100報酬指數,"16,207.80",+,222.17,1.39,,,20200702,2020
136017,144647,臺灣資訊科技股報酬指數,"24,631.57",+,348.48,1.44,,,20200702,2020
136018,144648,臺灣發達報酬指數,"14,477.17",+,145.95,1.02,,,20200702,2020
136019,144649,臺灣高股息報酬指數,"15,404.06",+,208.12,1.37,,,20200702,2020
136020,144650,臺灣就業99報酬指數,"9,353.06",+,120.93,1.31,,,20200702,2020
136021,144651,臺灣高薪100報酬指數,"7,942.35",+,57.10,0.72,,,20200702,2020
136022,144652,未含金融電子報酬指數,"22,939.57",+,251.04,1.11,,,20200702,2020
136023,144653,小型股300報酬指數,"8,099.04",+,94.74,1.18,,,20200702,2020
136024,144654,水泥類報酬指數,280.08,+,2.80,1.01,,,20200702,2020
136025,144655,食品類報酬指數,"2,489.31",+,31.57,1.28,,,20200702,2020
136026,144656,塑膠類報酬指數,368.43,+,1.81,0.49,,,20200702,2020
136027,144657,紡織纖維類報酬指數,759.38,+,11.17,1.49,,,20200702,2020
136028,144658,電機機械類報酬指數,254.37,-,0.15,-0.06,,,20200702,2020
136029,144659,電器電纜類報酬指數,67.09,+,0.03,0.04,,,20200702,2020
136030,144660,化學生技醫療類報酬指數,154.81,+,2.57,1.69,,,20200702,2020
136031,144661,化學類報酬指數,158.72,+,3.50,2.25,,,20200702,2020
136032,144662,生技醫療類報酬指數,99.97,+,1.18,1.19,,,20200702,2020
136033,144663,玻璃陶瓷類報酬指數,31.57,+,0.06,0.19,,,20200702,2020
136034,144664,造紙類報酬指數,311.45,+,2.37,0.77,,,20200702,2020
136035,144665,鋼鐵類報酬指數,135.29,+,0.07,0.05,,,20200702,2020
136036,144666,橡膠類報酬指數,347.78,+,7.29,2.14,,,20200702,2020
136037,144667,汽車類報酬指數,514.64,+,19.94,4.03,,,20200702,2020
136038,144668,電子工業類報酬指數,919.92,+,11.94,1.32,,,20200702,2020
136039,144669,半導體類報酬指數,373.61,+,5.46,1.48,,,20200702,2020
136040,144670,電腦及週邊設備類報酬指數,212.33,+,2.62,1.25,,,20200702,2020
136041,144671,光電類報酬指數,53.13,+,0.68,1.30,,,20200702,2020
136042,144672,通信網路類報酬指數,251.98,+,4.00,1.61,,,20200702,2020
136043,144673,電子零組件類報酬指數,209.50,+,2.25,1.09,,,20200702,2020
136044,144674,電子通路類報酬指數,251.15,+,2.54,1.02,,,20200702,2020
136045,144675,資訊服務類報酬指數,262.07,+,3.78,1.46,,,20200702,2020
136046,144676,其他電子類報酬指數,119.73,+,0.40,0.34,,,20200702,2020
136047,144677,建材營造類報酬指數,530.91,+,4.36,0.83,,,20200702,2020
136048,144678,航運類報酬指數,81.80,+,0.20,0.25,,,20200702,2020
136049,144679,觀光類報酬指數,119.81,-,0.38,-0.32,,,20200702,2020
136050,144680,金融保險類報酬指數,"1,970.40",+,5.46,0.28,,,20200702,2020
136051,144681,貿易百貨類報酬指數,401.06,+,4.32,1.09,,,20200702,2020
136052,144682,油電燃氣類報酬指數,175.37,+,2.36,1.36,,,20200702,2020
136053,144683,其他類報酬指數,434.19,+,4.32,1.00,,,20200702,2020
136054,144686,臺灣生技報酬指數,"5,288.23",+,29.59,0.56,,,20200702,2020
136055,144687,臺灣中小型公司治理報酬指數,"7,267.31",+,105.13,1.47,,,20200702,2020
136056,144688,臺灣IPO報酬指數,"6,560.60",+,64.90,1.00,,,20200702,2020
136057,144689,智慧中立報酬指數,"5,003.11",+,31.47,0.63,,,20200702,2020
136058,144690,加權指數掩護性臺指買權價外5%報酬指數,"4,927.86",+,52.95,1.09,,,20200702,2020
136059,144691,臺灣5G報酬指數,"5,795.91",+,70.77,1.24,,,20200702,2020
136060,144692,臺灣企業社會責任中小型報酬指數,"5,114.59",+,57.27,1.13,,,20200702,2020
136061,144695,漲升股利150報酬指數,"7,620.59",+,84.18,1.12,,,20200702,2020
136062,144696,漲升股利100報酬指數,"7,652.56",+,86.24,1.14,,,20200702,2020
136063,144697,藍籌30報酬指數,"7,198.50",+,67.55,0.95,,,20200702,2020
136064,144698,工業菁英30報酬指數,"7,778.72",+,56.06,0.73,,,20200702,2020
136065,144699,電子菁英30報酬指數,"7,812.99",+,89.99,1.17,,,20200702,2020
136066,144700,低波動股利精選30報酬指數,"6,795.32",+,39.48,0.58,,,20200702,2020
136067,144701,低貝塔100報酬指數,"6,863.02",+,71.17,1.05,,,20200702,2020
136068,144702,中小型精選50報酬指數,"7,189.24",+,88.27,1.24,,,20200702,2020
136069,144703,中小型A級動能50報酬指數,"9,527.50",+,164.33,1.76,,,20200702,2020
136070,144704,特選高息低波報酬指數,"6,404.46",+,77.69,1.23,,,20200702,2020
136071,144705,臺灣永續報酬指數,"6,680.75",+,63.91,0.97,,,20200702,2020
136072,144706,特選內需高收益報酬指數,"6,606.60",+,107.48,1.65,,,20200702,2020
136073,144707,價值投資報酬指數,"7,513.08",+,88.79,1.20,,,20200702,2020
136074,144708,存股雙十等權重報酬指數,"5,748.51",+,71.44,1.26,,,20200702,2020
136075,144709,特選大蘋果報酬指數,"6,462.33",+,88.72,1.39,,,20200702,2020
136076,144710,中小型300報酬指數,"6,709.20",+,84.66,1.28,,,20200702,2020
136077,144711,特股高息20報酬指數,"5,681.97",+,56.75,1.01,,,20200702,2020
136078,144712,臺灣500報酬指數,"6,402.89",+,71.79,1.13,,,20200702,2020
136079,144713,特選外資豐擁50報酬指數,"6,438.34",+,64.32,1.01,,,20200702,2020
136080,144714,臺灣勞工權益報酬指數,"5,792.72",+,49.07,0.85,,,20200702,2020
136081,144715,微波高息精選20報酬指數,"5,132.26",+,49.29,0.97,,,20200702,2020
136082,144716,特選世代行動通訊報酬指數,"5,489.36",+,70.64,1.30,,,20200702,2020
136083,144717,智慧投資多因子30報酬指數,"5,183.32",+,79.28,1.55,,,20200702,2020
136084,144718,特選大蘋果報酬正向兩倍指數,"9,378.40",+,254.02,2.78,,,20200702,2020
136085,144719,特選大蘋果報酬反向一倍指數,"9,626.49",-,135.89,-1.39,,,20200702,2020
136086,144720,特選價值成長報酬指數,"5,092.82",+,62.43,1.24,,,20200702,2020
136087,144721,臺灣上櫃企業責任報酬指數,"5,162.28",+,74.22,1.46,,,20200702,2020
136088,144722,寶島股價指數,"13,733.25",+,119.13,0.88,,,20200703,2020
