"109年01月01日 至 109年12月31日 除權除息計算結果表"
"資料日期","股票代號","股票名稱","除權息前收盤價","除權息參考價","權值+息值","權/息","漲停價格","跌停價格","開盤競價基準","減除股利參考價","詳細資料","最近一次申報資料 季別/日期","最近一次申報每股 (單位)淨值","最近一次申報每股 (單位)盈餘",
"109年08月04日","2607","榮運","13.35","13.05","0.300000","息","14.35","11.75","13.05","13.05","除權息資料","110年第1季","22.47","0.15",
"109年08月04日","2855","統一證","16.25","14.95","1.299020","權息","16.40","13.50","14.95","14.95","除權息資料","110年第1季","21.75","0.68",
"109年08月04日","3703","欣陸","13.45","12.95","0.500000","息","14.20","11.70","12.95","12.95","除權息資料","110年第1季","28.48","0.58",
"109年08月04日","4766","南寶","138.00","132.00","6.000000","息","145.00","119.00","132.00","132.00","除權息資料","110年第1季","94.36","2.49",
"109年08月04日","5285","界霖","44.95","42.49","2.460000","息","46.70","38.25","42.50","42.49","除權息資料","110年第1季","23.38","1.20",
"109年08月04日","6201","亞弘電","35.45","32.95","2.500000","息","36.20","29.70","32.95","32.95","除權息資料","110年第1季","25.93","0.89",
"109年08月04日","6442","光聖","36.20","34.84","1.360000","息","38.30","31.40","34.85","34.84","除權息資料","110年第1季","24.91","0.21",
"109年08月04日","9925","新保","37.55","35.29","2.252970","權息","38.80","31.80","35.30","35.29","除權息資料","110年第1季","27.16","0.48",
"109年08月05日","2471","資通","23.00","21.57","1.424556","息","23.70","19.45","21.55","21.57","除權息資料","110年第1季","16.56","0.29",
"109年08月05日","2888","新光金","8.49","8.10","0.388124","息","8.91","7.29","8.10","8.10","除權息資料","109年第4季","18.12","1.12",
"109年08月05日","2888A","新光金甲特","45.15","44.70","0.449753","息","49.15","40.25","44.70","44.70","除權息資料","109年第4季","18.12","1.12",
"109年08月05日","2905","三商","30.00","26.36","3.636364","權息","28.95","23.75","26.35","26.36","除權息資料","110年第1季","23.60","1.04",
"109年08月05日","2912","統一超","279.00","270.00","9.000000","息","297.00","243.00","270.00","270.00","除權息資料","110年第1季","36.80","2.61",
"109年08月05日","3058","立德","6.97","6.86","0.101915","息","7.54","6.18","6.86","6.86","除權息資料","110年第1季","11.58","-0.33",
"109年08月05日","3062","建漢","15.15","15.00","0.150000","息","16.50","13.50","15.00","15.00","除權息資料","110年第1季","16.40","-0.05",
"109年08月05日","3164","景岳","22.80","21.99","0.809889","息","24.15","19.80","22.00","21.99","除權息資料","110年第1季","15.67","0.35",
"109年08月05日","4564","元翎","36.80","34.60","2.200000","息","38.05","31.15","34.60","34.60","除權息資料","110年第1季","23.24","0.51",
"109年08月05日","4576","大銀微系統","80.50","79.98","0.519881","權息","87.90","72.00","80.00","79.98","除權息資料","110年第1季","29.16","0.48",
"109年08月05日","8466","美吉吉-KY","72.50","68.40","4.100000","息","75.20","61.60","68.40","68.40","除權息資料","110年第1季","37.10","0.51",
"109年08月06日","1216","統一","70.70","68.20","2.500000","息","75.00","61.40","68.20","68.20","除權息資料","110年第1季","21.03","0.95",
"109年08月06日","1419","新紡","43.55","42.55","1.000000","息","46.80","38.30","42.55","42.55","除權息資料","110年第1季","30.64","0.22",
"109年08月06日","1440","南紡","11.25","11.05","0.200000","息","12.15","9.95","11.05","11.05","除權息資料","110年第1季","15.62","0.68",
"109年08月06日","1783","和康生","27.65","26.87","0.780000","息","29.55","24.20","26.85","26.87","除權息資料","110年第1季","12.70","0.31",
"109年08月06日","2492","華新科","184.50","179.00","5.500000","息","196.50","161.50","179.00","179.00","除權息資料","110年第1季","85.08","4.06",
"109年08月06日","5607","遠雄港","25.95","24.95","1.000000","息","27.40","22.50","24.95","24.95","除權息資料","110年第1季","25.16","0.53",
"109年08月07日","2892","第一金","23.90","22.18","1.715534","權息","24.35","20.00","22.20","22.18","除權息資料","109年第4季","17.23","1.31",
"109年08月10日","3022","威強電","49.85","48.84","1.003918","息","53.70","44.00","48.85","48.84","除權息資料","110年第1季","44.46","1.46",
"109年08月11日","1314","中石化","8.60","8.30","0.300000","息","9.13","7.47","8.30","8.30","除權息資料","110年第1季","21.76","0.20",
"109年08月11日","1473","台南","18.45","17.95","0.500000","息","19.70","16.20","17.95","17.95","除權息資料","110年第1季","22.77","0.31",
"109年08月11日","2739","寒舍","26.75","25.75","1.000000","息","28.30","23.20","25.75","25.75","除權息資料","110年第1季","12.80","-0.68",
"109年08月11日","2801","彰銀","19.40","18.26","1.130770","權息","20.05","16.45","18.25","18.26","除權息資料","110年第1季","16.12","0.19",
"109年08月11日","2887","台新金","13.85","12.98","0.865902","權息","14.25","11.70","13.00","12.98","除權息資料","109年第4季","15.88","1.17",
"109年08月11日","3008","大立光","4,000.00","3,921.00","79.000000","息","4,310.00","3,530.00","3,920.00","3,921.00","除權息資料","110年第1季","1,003.75","39.62",
"109年08月11日","4919","新唐","47.30","46.10","1.200000","息","50.70","41.50","46.10","46.10","除權息資料","110年第1季","30.81","0.70",
"109年08月11日","6202","盛群","72.70","68.65","4.050000","息","75.50","61.80","68.70","68.65","除權息資料","110年第1季","21.30","1.54",
"109年08月11日","6531","愛普","436.50","435.50","0.997427","息","479.00","392.00","435.50","435.50","除權息資料","110年第1季","46.76","4.73",
"109年08月11日","6668","中揚光","61.70","60.89","0.800159","息","66.90","54.90","60.90","60.89","除權息資料","110年第1季","27.46","-0.24",
"109年08月11日","9802","鈺齊-KY","114.00","111.88","2.110276","權","125.00","101.00","114.00","114.00","除權息資料","110年第1季","45.76","1.75",
"109年08月12日","1101","台泥","46.50","41.90","4.596667","權息","46.05","37.75","41.90","41.90","除權息資料","110年第1季","34.63","0.57",
"109年08月12日","1101B","台泥乙特","54.90","53.15","1.750000","息","58.40","47.85","53.20","53.15","除權息資料","110年第1季","34.63","0.57",
"109年08月12日","1225","福懋油","35.90","34.60","1.300000","息","38.05","31.15","34.60","34.60","除權息資料","110年第1季","15.99","0.91",
"109年08月12日","1229","聯華","47.15","39.26","7.882759","權息","43.15","35.35","39.25","39.26","除權息資料","110年第1季","25.28","0.98",
"109年08月12日","1532","勤美","27.55","26.62","0.921846","息","29.25","24.00","26.60","26.62","除權息資料","110年第1季","32.22","0.46",
"109年08月12日","1537","廣隆","150.00","140.00","10.000000","息","154.00","126.00","140.00","140.00","除權息資料","110年第1季","51.57","2.77",
"109年08月12日","2049","上銀","313.00","302.13","10.864075","權息","332.00","272.00","302.00","302.13","除權息資料","110年第1季","84.49","1.61",
"109年08月12日","2227","裕日車","281.00","259.73","21.270000","息","285.50","234.00","259.50","259.73","除權息資料","110年第1季","74.66","2.70",
"109年08月12日","2889","國票金","11.90","11.70","0.199608","權","12.85","10.55","11.70","11.70","除權息資料","109年第4季","13.25","1.12",
"109年08月12日","3094","聯傑","21.40","20.57","0.823984","息","22.60","18.55","20.55","20.57","除權息資料","110年第1季","12.98","0.21",
"109年08月12日","5203","訊連","113.50","109.86","3.638426","息","120.50","98.90","110.00","109.86","除權息資料","110年第1季","46.12","0.38",
"109年08月12日","5880","合庫金","21.85","20.38","1.461651","權息","22.40","18.35","20.40","20.38","除權息資料","109年第4季","17.33","1.24",
"109年08月13日","1583","程泰","60.80","57.80","3.000000","息","63.50","52.10","57.80","57.80","除權息資料","110年第1季","45.40","1.04",
"109年08月13日","2880","華南金","20.15","18.55","1.599675","權息","20.40","16.70","18.55","18.55","除權息資料","109年第4季","14.73","0.67",
"109年08月13日","2886","兆豐金","32.35","30.65","1.700000","息","33.70","27.60","30.65","30.65","除權息資料","109年第4季","24.01","1.84",
"109年08月13日","3711","日月光投控","69.90","67.90","1.998029","息","74.60","61.20","67.90","67.90","除權息資料","110年第1季","53.35","1.99",
"109年08月13日","6005","群益證","11.80","11.00","0.800000","息","12.10","9.90","11.00","11.00","除權息資料","110年第1季","17.20","0.60",
"109年08月13日","6153","嘉聯益","30.10","29.46","0.639216","權息","32.40","26.55","29.45","29.46","除權息資料","110年第1季","28.46","-0.09",
"109年08月13日","9914","美利達","252.50","248.30","4.200000","息","273.00","223.50","248.50","248.30","除權息資料","110年第1季","57.04","3.86",
"109年08月14日","1730","花仙子","74.50","70.74","3.760000","息","77.80","63.70","70.70","70.74","除權息資料","110年第1季","28.72","1.39",
"109年08月14日","9931","欣高","42.00","38.88","3.111112","權","42.75","35.00","38.90","38.88","除權息資料","110年第1季","20.93","0.67",
"109年08月17日","2885","元大金","19.10","18.36","0.734616","權","20.15","16.55","18.35","18.36","除權息資料","109年第4季","20.87","1.99",
"109年08月17日","8411","福貞-KY","12.80","12.68","0.120000","息","13.90","11.45","12.70","12.68","除權息資料","110年第1季","30.30","-0.07",
"109年08月18日","2505","國揚","31.30","29.65","1.650000","息","32.60","26.70","29.65","29.65","除權息資料","110年第1季","25.05","0.89",
"109年08月18日","6706","惠特","153.50","149.52","3.974217","息","164.00","135.00","149.50","149.52","除權息資料","110年第1季","46.49","2.49",
"109年08月18日","9910","豐泰","199.00","162.50","36.500000","權息","178.50","146.50","162.50","162.50","除權息資料","110年第1季","21.52","1.86",
"109年08月19日","2539","櫻花建","37.20","30.47","6.721722","權息","33.50","27.45","30.45","30.47","除權息資料","110年第1季","13.84","-0.07",
"109年08月19日","5288","豐祥-KY","105.00","99.50","5.500000","息","109.00","89.60","99.50","99.50","除權息資料","110年第1季","45.11","2.69",
"109年08月19日","9945","潤泰新","54.70","36.46","18.233334","權","40.10","32.85","36.45","36.46","除權息資料","110年第1季","62.70","4.56",
"109年08月20日",="00775B","新光投等債15+","46.90","46.56","0.340000","息","9,999.95","0.01","46.56","46.56","除權息資料","","","",
"109年08月20日","2239","英利-KY","83.00","80.50","2.500000","息","88.50","72.50","80.50","80.50","除權息資料","110年第1季","93.92","1.29",
"109年08月20日","3049","和鑫","9.88","9.53","0.350000","息","10.45","8.58","9.53","9.53","除權息資料","110年第1季","11.75","0.30",
"109年08月20日","3653","健策","325.50","320.50","5.000000","息","352.50","288.50","320.50","320.50","除權息資料","110年第1季","54.83","1.79",
"109年08月20日","3661","世芯-KY","643.00","639.54","3.450900","息","703.00","576.00","640.00","639.54","除權息資料","110年第1季","140.80","5.68",
"109年08月20日","6139","亞翔","33.00","31.50","1.500000","息","34.65","28.35","31.50","31.50","除權息資料","110年第1季","33.99","0.16",
"109年08月20日","9958","世紀鋼","105.50","104.50","0.992652","息","114.50","94.10","104.50","104.50","除權息資料","110年第1季","31.28","1.06",
"109年08月21日",="00771","元大US高息特別股","19.43","19.26","0.170000","息","9,999.95","0.01","19.26","19.26","除權息資料","","","",
"109年08月21日","1445","大宇","8.72","8.51","0.203062","息","9.36","7.66","8.51","8.51","除權息資料","110年第1季","12.07","-0.11",
"109年08月21日","1454","台富","8.20","7.94","0.258620","息","8.73","7.15","7.94","7.94","除權息資料","110年第1季","12.78","-0.05",
"109年08月21日","2233","宇隆","67.10","63.80","3.300000","息","70.10","57.50","63.80","63.80","除權息資料","110年第1季","48.48","2.14",
"109年08月21日","2367","燿華","21.70","20.90","0.800000","息","22.95","18.85","20.90","20.90","除權息資料","110年第1季","17.56","1.89",
"109年08月21日","2536","宏普","24.50","23.30","1.200000","息","25.60","21.00","23.30","23.30","除權息資料","110年第1季","36.71","0.21",
"109年08月21日","3189","景碩","69.80","68.79","1.000374","息","75.60","62.00","68.80","68.79","除權息資料","110年第1季","56.49","0.57",
"109年08月21日","9921","巨大","300.00","295.40","4.600000","息","324.50","266.00","295.50","295.40","除權息資料","110年第1季","71.41","4.54",
"109年08月24日","1324","地球","10.25","9.95","0.300000","息","10.90","8.96","9.95","9.95","除權息資料","110年第1季","12.88","-0.04",
"109年08月24日","2377","微星","149.00","144.80","4.200000","息","159.00","130.50","145.00","144.80","除權息資料","110年第1季","46.86","4.94",
"109年08月24日","3025","星通","18.40","17.82","0.580000","息","19.60","16.05","17.80","17.82","除權息資料","110年第1季","11.73","-0.19",
"109年08月24日","3036","文曄","41.65","39.56","2.088556","息","43.50","35.65","39.55","39.56","除權息資料","110年第1季","51.00","1.92",
"109年08月24日","3588","通嘉","36.30","35.29","1.000170","息","38.80","31.80","35.30","35.29","除權息資料","110年第1季","28.57","0.70",
"109年08月24日","4438","廣越","129.00","121.50","7.500000","息","133.50","109.50","121.50","121.50","除權息資料","110年第1季","63.17","-1.05",
"109年08月24日","8497","格威傳媒","68.80","65.30","3.500000","息","71.80","58.80","65.30","65.30","除權息資料","109年第2季","6.84","-1.40",
"109年08月25日","1709","和益","14.45","13.95","0.500000","息","15.30","12.60","13.95","13.95","除權息資料","110年第1季","15.60","0.53",
"109年08月25日","1726","永記","72.00","68.80","3.200000","息","75.60","62.00","68.80","68.80","除權息資料","110年第1季","56.02","1.76",
"109年08月25日","1737","臺鹽","32.30","30.80","1.500000","息","33.85","27.75","30.80","30.80","除權息資料","110年第1季","31.66","0.51",
"109年08月25日","2115","六暉-KY","46.60","42.28","4.314286","權息","46.50","38.10","42.30","42.28","除權息資料","110年第1季","31.11","1.13",
"109年08月25日","3002","歐格","11.25","10.78","0.470000","息","11.85","9.71","10.80","10.78","除權息資料","110年第1季","12.12","0.02",
"109年08月25日","3535","晶彩科","17.65","17.15","0.500000","息","18.85","15.45","17.15","17.15","除權息資料","110年第1季","11.77","0.71",
"109年08月25日","4426","利勤","32.45","29.82","2.627239","權息","32.80","26.85","29.80","29.82","除權息資料","110年第1季","17.71","0.00",
"109年08月25日","4961","天鈺","32.20","31.19","1.000790","息","34.30","28.10","31.20","31.19","除權息資料","110年第1季","36.67","4.78",
"109年08月25日","5269","祥碩","1,765.00","1,753.03","11.968914","息","1,925.00","1,580.00","1,755.00","1,753.03","除權息資料","110年第1季","191.18","10.35",
"109年08月25日","6172","互億","24.70","24.50","0.200000","息","26.95","22.05","24.50","24.50","除權息資料","110年第1季","10.99","0.17",
"109年08月25日","6183","關貿","48.60","46.85","1.750000","息","51.50","42.20","46.85","46.85","除權息資料","110年第1季","15.72","0.82",
"109年08月25日","6552","易華電","50.20","48.20","2.000000","息","53.00","43.40","48.20","48.20","除權息資料","110年第1季","29.94","0.43",
"109年08月25日","9927","泰銘","29.90","27.90","2.000000","息","30.65","25.15","27.90","27.90","除權息資料","110年第1季","24.73","0.85",
"109年08月25日","9941","裕融","113.50","99.09","14.409091","權息","108.50","89.20","99.10","99.09","除權息資料","110年第1季","46.99","3.10",
"109年08月25日","9941A","裕融甲特","53.80","51.80","2.000000","息","56.90","46.65","51.80","51.80","除權息資料","110年第1季","46.99","3.10",
"109年08月26日","1339","昭輝","43.00","41.00","2.000000","息","45.10","36.90","41.00","41.00","除權息資料","110年第1季","47.67","0.78",
"109年08月26日","1453","大將","8.25","8.08","0.161765","權","8.88","7.28","8.08","8.08","除權息資料","110年第1季","12.79","0.07",
"109年08月26日","1457","宜進","14.00","13.50","0.500000","息","14.85","12.15","13.50","13.50","除權息資料","110年第1季","21.08","0.31",
"109年08月26日","1526","日馳","43.00","42.20","0.800000","息","46.40","38.00","42.20","42.20","除權息資料","110年第1季","19.80","0.90",
"109年08月26日","2101","南港","48.20","47.85","0.350000","息","52.60","43.10","47.85","47.85","除權息資料","110年第1季","13.06","0.26",
"109年08月26日","2441","超豐","52.90","50.60","2.300000","息","55.60","45.55","50.60","50.60","除權息資料","110年第1季","33.39","1.64",
"109年08月26日","2468","華經","14.20","13.70","0.500000","息","15.05","12.35","13.70","13.70","除權息資料","110年第1季","16.38","0.11",
"109年08月26日","2812","台中銀","12.10","11.23","0.864259","權息","12.35","10.15","11.25","11.23","除權息資料","110年第1季","14.15","0.27",
"109年08月26日","2901","欣欣","24.30","23.89","0.404258","息","26.25","21.55","23.90","23.89","除權息資料","110年第1季","11.84","0.06",
"109年08月26日","6216","居易","27.45","25.58","1.868528","息","28.10","23.05","25.60","25.58","除權息資料","110年第1季","17.83","0.40",
"109年08月26日","6464","台數科","122.00","115.66","6.336509","權息","127.00","104.50","115.50","115.66","除權息資料","110年第1季","58.88","2.18",
"109年08月26日","6625","必應","36.85","35.00","1.845224","權息","38.50","31.50","35.00","35.00","除權息資料","110年第1季","14.27","-0.16",
"109年08月27日","1108","幸福","10.45","10.30","0.150000","息","11.30","9.27","10.30","10.30","除權息資料","110年第1季","10.96","0.13",
"109年08月27日","1307","三芳","21.85","21.05","0.800000","息","23.15","18.95","21.05","21.05","除權息資料","110年第1季","19.86","0.51",
"109年08月27日","1439","中和","39.85","34.85","5.000000","息","38.30","31.40","34.85","34.85","除權息資料","110年第1季","24.98","0.33",
"109年08月27日","1514","亞力","30.50","28.38","2.119048","權息","31.20","25.55","28.40","28.38","除權息資料","110年第1季","15.63","0.45",
"109年08月27日","1533","車王電","30.30","29.80","0.500000","息","32.75","26.85","29.80","29.80","除權息資料","110年第1季","25.01","0.08",
"109年08月27日","2059","川湖","322.50","314.50","8.000000","息","345.50","283.50","314.50","314.50","除權息資料","110年第1季","121.25","4.55",
"109年08月27日","2428","興勤","117.50","113.30","4.200000","息","124.50","102.00","113.50","113.30","除權息資料","110年第1季","60.02","3.18",
"109年08月27日","2439","美律","165.00","157.29","7.704899","息","173.00","142.00","157.50","157.29","除權息資料","110年第1季","50.51","0.10",
"109年08月27日","2472","立隆電","56.40","54.89","1.500116","息","60.30","49.45","54.90","54.89","除權息資料","110年第1季","35.90","1.27",
"109年08月27日","2509","全坤建","21.45","19.31","2.131819","權息","21.20","17.40","19.30","19.31","除權息資料","110年第1季","20.56","0.27",
"109年08月27日","2527","宏璟","21.55","19.75","1.800000","息","21.70","17.80","19.75","19.75","除權息資料","110年第1季","35.59","0.84",
"109年08月27日","2615","萬海","22.10","21.30","0.800000","息","23.40","19.20","21.30","21.30","除權息資料","110年第1季","26.77","6.62",
"109年08月27日","3312","弘憶股","15.55","14.10","1.446227","權息","15.50","12.70","14.10","14.10","除權息資料","110年第1季","12.40","0.52",
"109年08月27日","4942","嘉彰","41.45","38.95","2.500000","息","42.80","35.10","38.95","38.95","除權息資料","110年第1季","53.81","1.51",
"109年08月27日","5525","順天","22.45","20.32","2.125926","權息","22.35","18.30","20.30","20.32","除權息資料","110年第1季","17.31","-0.12",
"109年08月27日","8429","金麗-KY","7.79","7.77","0.020000","息","8.54","7.00","7.77","7.77","除權息資料","110年第1季","34.42","0.10",
"109年08月27日","9935","慶豐富","35.95","35.35","0.600000","息","38.85","31.85","35.35","35.35","除權息資料","110年第1季","13.16","0.46",
"109年08月28日","1210","大成","48.95","46.75","2.200000","息","51.40","42.10","46.75","46.75","除權息資料","110年第1季","23.88","1.01",
"109年08月28日","1527","鑽全","39.70","38.50","1.200000","息","42.35","34.65","38.50","38.50","除權息資料","110年第1季","30.77","1.06",
"109年08月28日","1722","台肥","56.90","54.70","2.200000","息","60.10","49.25","54.70","54.70","除權息資料","110年第1季","53.42","0.76",
"109年08月28日","2484","希華","23.65","22.70","0.950000","息","24.95","20.45","22.70","22.70","除權息資料","110年第1季","21.49","0.48",
"109年08月28日","3622","洋華","24.35","23.55","0.800000","息","25.90","21.20","23.55","23.55","除權息資料","110年第1季","31.76","0.19",
"109年08月28日","5534","長虹","90.90","84.60","6.300000","息","93.00","76.20","84.60","84.60","除權息資料","110年第1季","63.68","0.74",
"109年08月31日",="01010T","京城樂富R1","10.36","10.16","0.196892","息","11.17","9.15","10.16","10.16","除權息資料","110年05月18日","10.46","N/A",
"109年08月31日","1603","華電","28.90","28.40","0.500000","息","31.20","25.60","28.40","28.40","除權息資料","110年第1季","35.10","0.49",
"109年08月31日","2104","國際中橡","20.45","20.25","0.200000","息","22.25","18.25","20.25","20.25","除權息資料","110年第1季","31.74","0.44",
"109年08月31日","2328","廣宇","18.85","17.85","1.000000","息","19.60","16.10","17.85","17.85","除權息資料","110年第1季","22.32","0.33",
"109年08月31日","4943","康控-KY","102.50","88.69","13.804135","權息","97.50","79.90","88.70","88.69","除權息資料","110年第1季","30.62","-1.18",
"109年08月31日","9105","泰金寶-DR","4.44","4.42","0.018748","息","4.86","3.98","4.42","4.42","除權息資料","93年第4季","0.00","4.81",
"109年09月01日","1409","新纖","12.20","11.65","0.550000","息","12.80","10.50","11.65","11.65","除權息資料","110年第1季","19.01","0.44",
"109年09月01日","1516","川飛","17.05","16.45","0.593355","權息","18.05","14.85","16.45","16.45","除權息資料","110年第1季","11.95","0.11",
"109年09月01日","2329","華泰","10.85","10.70","0.150000","息","11.75","9.63","10.70","10.70","除權息資料","110年第1季","10.61","0.40",
"109年09月01日","2701","萬企","12.20","11.80","0.400000","息","12.95","10.65","11.80","11.80","除權息資料","110年第1季","16.74","0.00",
"109年09月01日","2845","遠東銀","11.20","10.44","0.755232","權息","11.45","9.40","10.45","10.44","除權息資料","110年第1季","14.34","0.23",
"109年09月01日","8488","吉源-KY","13.85","13.35","0.500000","息","14.65","12.05","13.35","13.35","除權息資料","110年第1季","37.19","-0.07",
"109年09月02日","1539","巨庭","20.80","20.00","0.800000","息","22.00","18.00","20.00","20.00","除權息資料","110年第1季","19.27","0.14",
"109年09月02日","1786","科妍","68.50","63.93","4.561048","權息","70.30","57.60","63.90","63.93","除權息資料","110年第1季","23.42","0.40",
"109年09月02日","2106","建大","31.80","30.19","1.607786","權息","33.20","27.20","30.20","30.19","除權息資料","110年第1季","20.72","0.75",
"109年09月02日","3052","夆典","12.40","11.89","0.505581","息","13.05","10.75","11.90","11.89","除權息資料","110年第1季","15.61","0.20",
"109年09月02日","5907","大洋-KY","25.00","22.80","2.200000","息","25.05","20.55","22.80","22.80","除權息資料","110年第1季","43.32","0.05",
"109年09月03日","1203","味王","32.30","31.30","1.000000","息","34.40","28.20","31.30","31.30","除權息資料","110年第1季","22.13","0.55",
"109年09月03日","1517","利奇","11.30","11.09","0.202136","息","12.15","9.99","11.10","11.09","除權息資料","110年第1季","15.07","0.47",
"109年09月03日","1590","亞德客-KY","694.00","689.26","4.734700","息","758.00","621.00","689.00","689.26","除權息資料","110年第1季","116.55","7.66",
"109年09月03日","1776","展宇","16.55","15.70","0.845639","息","17.25","14.15","15.70","15.70","除權息資料","110年第1季","14.28","0.30",
"109年09月03日","2474","可成","204.00","194.00","10.000000","息","213.00","175.00","194.00","194.00","除權息資料","110年第1季","210.66","3.30",
"109年09月03日","2618","長榮航","11.45","11.20","0.250000","息","12.30","10.10","11.20","11.20","除權息資料","110年第1季","14.03","-0.45",
"109年09月03日","4763","材料-KY","128.00","123.24","4.753681","息","135.50","111.00","123.00","123.24","除權息資料","110年第1季","31.15","1.62",
"109年09月03日","5283","禾聯碩","108.50","104.33","4.164382","息","114.50","93.90","104.50","104.33","除權息資料","110年第1季","50.88","2.17",
"109年09月07日","1465","偉全","15.60","14.10","1.500000","息","15.50","12.70","14.10","14.10","除權息資料","110年第1季","16.43","-0.09",
"109年09月07日","2383","台光電","169.00","163.23","5.761919","息","179.50","147.00","163.00","163.23","除權息資料","110年第1季","52.91","2.89",
"109年09月07日","5519","隆大","17.10","15.75","1.350000","息","17.30","14.20","15.75","15.75","除權息資料","110年第1季","20.20","0.19",
"109年09月08日","2379","瑞昱","381.50","370.50","11.000000","息","407.50","333.50","370.50","370.50","除權息資料","110年第1季","64.85","5.98",
"109年09月08日","2923","鼎固-KY","26.70","24.47","2.230000","息","26.90","22.05","24.45","24.47","除權息資料","110年第1季","31.21","0.44",
"109年09月08日","4137","麗豐-KY","210.50","197.45","13.046775","息","217.00","178.00","197.50","197.45","除權息資料","110年第1季","58.76","3.91",
"109年09月09日","6414","樺漢","288.00","258.63","29.365647","權息","284.00","233.00","258.50","258.63","除權息資料","110年第1季","97.85","0.00",
"109年09月09日","9103","美德醫療-DR","69.00","68.74","0.251013","息","75.60","61.90","68.70","68.74","除權息資料","93年第4季","0.00","0.18",
"109年09月10日","1513","中興電","49.75","48.55","1.196554","息","53.40","43.70","48.55","48.55","除權息資料","110年第1季","24.11","1.31",
"109年09月10日","2816","旺旺保","19.75","18.80","0.940477","權","20.65","16.95","18.80","18.80","除權息資料","110年第1季","27.19","0.95",
"109年09月11日","2027","大成鋼","22.90","21.71","1.181816","權","25.15","19.55","22.90","22.90","除權息資料","110年第1季","19.26","0.88",
"109年09月11日","2420","新巨","34.85","32.85","2.000000","息","36.10","29.60","32.85","32.85","除權息資料","110年第1季","21.74","0.68",
"109年09月11日","2706","第一店","13.85","13.40","0.450000","息","14.70","12.10","13.40","13.40","除權息資料","110年第1季","17.79","-0.01",
"109年09月15日","2748","雲品","46.00","39.13","6.869566","權息","43.00","35.25","39.15","39.13","除權息資料","110年第1季","16.85","0.37",
"109年09月15日","910861","神州-DR","17.75","17.68","0.067608","息","19.40","15.95","17.70","17.68","除權息資料","99年第4季","0.00","3.45",
"109年09月16日",="01009T","王道圓滿R1","9.86","9.70","0.151272","息","10.67","8.73","9.70","9.70","除權息資料","110年05月18日","10.56","N/A",
"109年09月16日","1736","喬山","69.80","68.39","1.401785","息","75.20","61.60","68.40","68.39","除權息資料","110年第1季","30.41","0.22",
"109年09月16日","2358","廷鑫","15.30","15.09","0.204080","息","16.55","13.60","15.10","15.09","除權息資料","110年第1季","12.99","-0.03",
"109年09月16日","3059","華晶科","26.95","26.42","0.520562","息","29.05","23.80","26.40","26.42","除權息資料","110年第1季","31.16","0.12",
"109年09月16日","6409","旭隼","957.00","889.31","67.688333","權息","978.00","801.00","889.00","889.31","除權息資料","110年第1季","66.64","4.87",
"109年09月16日","6591","動力-KY","60.90","60.00","0.898654","權","66.90","54.00","60.90","60.90","除權息資料","110年第1季","45.41","2.41",
"109年09月16日","6672","騰輝電子-KY","85.50","80.50","5.000000","息","88.50","72.50","80.50","80.50","除權息資料","110年第1季","36.84","2.72",
"109年09月17日",="00710B","FH彭博高收益債","18.97","18.71","0.260000","息","9,999.95","0.01","18.71","18.71","除權息資料","","","",
"109年09月17日",="00711B","FH彭博新興債","22.71","22.48","0.230000","息","9,999.95","0.01","22.48","22.48","除權息資料","","","",
"109年09月17日",="00712","FH富時不動產","11.32","11.04","0.273000","息","9,999.95","0.01","11.04","11.04","除權息資料","","","",
"109年09月17日","2330","台積電","458.00","455.50","2.500000","息","501.00","410.00","455.50","455.50","除權息資料","110年第1季","74.77","5.39",
"109年09月17日","2387","精元","70.30","69.30","1.000000","息","76.20","62.40","69.30","69.30","除權息資料","110年第1季","39.48","1.00",
"109年09月17日","6133","金橋","8.34","8.09","0.250000","息","8.89","7.29","8.09","8.09","除權息資料","110年第1季","11.47","-0.14",
"109年09月17日","8114","振樺電","84.00","79.50","4.500000","息","87.40","71.60","79.50","79.50","除權息資料","110年第1季","34.73","0.52",
"109年09月17日","8261","富鼎","28.80","28.30","0.500000","息","31.10","25.50","28.30","28.30","除權息資料","110年第1季","21.09","1.40",
"109年09月18日","2062","橋椿","26.25","26.15","0.100000","息","28.75","23.55","26.15","26.15","除權息資料","110年第1季","32.02","0.36",
"109年09月22日","1589","永冠-KY","94.00","93.36","0.632812","權","103.00","84.10","94.00","94.00","除權息資料","110年第1季","79.60","1.13",
"109年09月23日","2363","矽統","12.95","11.06","1.883108","權息","12.15","9.96","11.05","11.06","除權息資料","110年第1季","29.39","0.00",
"109年09月23日","2488","漢平","31.90","29.60","2.300000","息","32.55","26.65","29.60","29.60","除權息資料","110年第1季","26.07","0.34",
"109年09月23日","2515","中工","8.09","7.88","0.201000","息","8.66","7.10","7.88","7.88","除權息資料","110年第1季","13.28","0.06",
"109年09月23日","3017","奇鋐","68.70","67.40","1.300000","息","74.10","60.70","67.40","67.40","除權息資料","110年第1季","28.43","1.53",
"109年09月23日","3432","台端","12.80","12.50","0.300000","息","13.75","11.25","12.50","12.50","除權息資料","110年第1季","23.76","0.34",
"109年09月24日",="01004T","土銀富邦R2","16.44","16.24","0.195313","息","17.86","14.62","16.24","16.24","除權息資料","110年05月18日","15.50","N/A",
"109年09月24日","1808","潤隆","74.00","60.00","14.000000","權息","66.00","54.00","60.00","60.00","除權息資料","110年第1季","14.67","1.24",
